,0165_10,0165_11,0165_12,0165_13,0165_14,0165_15,0165_16,0165_17,0165_18,0165_19,0165_20,0165_21,0165_22,0165_23,0165_24,0165_25,0165_26,0165_27,0165_28,0165_29,0165_30,internetP,label
me_0000026,62039,44690,935,13555,4236,9319,18782,8621,10161,1592,754,838,2115,639,1476,5030,2460,2570,2681,2823,14526,0.720353326134,test
sc_0000075,73785,53235,332,8807,3893,4914,35358,13283,22075,1486,323,1163,699,219,480,4326,2322,2004,2227,2689,17861,0.721488107339,test
fl_0000237,34047,28526,161,9554,2417,7137,11885,3390,8495,2395,1125,1270,634,124,510,3253,2415,838,644,424,5097,0.837841806914,test
tx_0000204,59130,37732,796,8794,3696,5098,11015,3419,7596,582,101,481,4454,1585,2869,2770,782,1988,9321,1462,19936,0.638119397937,test
mi_0000123,51399,30092,967,4565,1368,3197,12883,3422,9461,385,203,182,4469,1099,3370,2833,1185,1648,3990,3455,17852,0.585458861067,test
nj_0000108,37344,30854,331,1186,447,739,20364,7381,12983,6005,2190,3815,188,0,188,2389,1170,1219,391,603,5887,0.826210368466,test
la_0000075,38949,27566,171,4728,1971,2757,11948,4164,7784,2300,523,1777,812,304,508,4276,2318,1958,3331,340,11043,0.707746026856,test
in_0000095,45687,30130,946,9766,2859,6907,11434,4008,7426,293,168,125,2392,969,1423,3139,1260,1879,2160,2182,13375,0.659487381531,test
ny_0000264,51022,41412,309,6482,800,5682,26526,8292,18234,3650,1029,2621,376,80,296,3337,1253,2084,732,1236,8374,0.811649876524,test
ny_0000229,116024,102817,147,10029,6014,4015,70162,38200,31962,7915,3895,4020,707,317,390,10127,6512,3615,3730,3592,9615,0.886170102737,test
ca_0000335,32704,20246,326,5016,1705,3311,8599,3607,4992,499,167,332,311,199,112,2826,1211,1615,2669,2168,10290,0.619068003914,test
il_0000143,45540,25224,357,5659,1871,3788,9880,3319,6561,1153,724,429,1653,867,786,3673,949,2724,2849,1704,18612,0.553886693017,test
la_0000081,53205,32250,98,6729,3260,3469,14739,6443,8296,278,121,157,1306,1056,250,7334,2487,4847,1766,2631,18324,0.606146038906,test
mo_0000085,39255,28915,1019,8828,1988,6840,9791,2084,7707,616,239,377,2760,1012,1748,2743,957,1786,3158,1434,8906,0.73659406445,test
tn_0000105,38574,32835,245,6819,3422,3397,17707,9189,8518,1606,1011,595,1533,1146,387,2728,1598,1130,2197,1605,4134,0.851221029709,test
fl_0000246,45844,32250,338,3706,1045,2661,21579,4925,16654,773,257,516,540,166,374,3764,1666,2098,1550,2909,10685,0.703472646366,test
mi_0000159,58517,39277,464,3633,1095,2538,30512,12879,17633,339,293,46,478,254,224,1936,1160,776,1915,2053,17187,0.671206657894,test
mn_0000082,39979,33159,507,7795,2928,4867,18124,7751,10373,467,255,212,582,187,395,2800,1463,1337,2884,1104,5716,0.829410440481,test
ca_0000482,30309,20818,317,6190,965,5225,8910,2614,6296,1040,131,909,661,172,489,2251,1106,1145,1449,2186,7305,0.686858688838,test
ca_0000484,26265,20120,124,4802,1470,3332,9836,1923,7913,1587,413,1174,719,187,532,1702,503,1199,1350,1726,4419,0.766038454217,test
mi_0000132,49463,35293,296,7161,2893,4268,19314,8202,11112,820,261,559,552,100,452,3008,1399,1609,4142,2348,11822,0.713523239593,test
tx_0000326,43486,26671,97,5739,1303,4436,9003,3117,5886,799,426,373,596,40,556,8923,1684,7239,1514,1786,15029,0.613323828359,test
id_0000030,38667,28114,586,10232,3061,7171,9502,4555,4947,790,281,509,2095,1637,458,2851,1297,1554,2058,3956,6597,0.727079938966,test
al_0000059,41178,19633,425,6520,1775,4745,4867,1645,3222,983,314,669,1083,283,800,4237,1649,2588,1518,5101,16444,0.476783719462,test
oh_0000135,44586,31284,239,8305,3268,5037,14987,6233,8754,190,59,131,1301,426,875,2820,1089,1731,3442,2602,10700,0.701655228099,test
ca_0000481,32632,24153,662,4871,2223,2648,9884,3720,6164,1446,410,1036,746,168,578,4107,1672,2435,2437,1041,7438,0.740163030154,test
ar_0000043,54462,31149,999,14592,3854,10738,4727,1588,3139,440,158,282,2521,1227,1294,4024,1735,2289,3846,2772,20541,0.571940068305,test
tx_0000320,40289,32553,282,7513,3616,3897,13915,7670,6245,3434,1641,1793,698,209,489,4058,2718,1340,2653,1406,6330,0.807987291817,test
ne_0000026,70201,47982,1450,11902,3935,7967,16519,5557,10962,2292,788,1504,4167,1598,2569,7095,3132,3963,4557,3003,19216,0.683494537115,test
ca_0000440,41787,31960,408,8978,2101,6877,15135,3613,11522,1167,410,757,322,123,199,3920,1565,2355,2030,1497,8330,0.764831167588,test
wa_0000097,41962,32731,41,4904,2106,2798,21531,8855,12676,392,155,237,321,20,301,3544,1732,1812,1998,1273,7958,0.780015251895,test
wa_0000076,50983,39807,715,6834,2157,4677,24193,10169,14024,556,265,291,554,26,528,3126,1796,1330,3829,1999,9177,0.78078967499,test
oh_0000130,47847,30877,302,5771,1900,3871,18430,4419,14011,335,234,101,614,179,435,2666,1501,1165,2759,3224,13746,0.645327815746,test
mn_0000094,44952,38114,172,7304,3284,4020,23244,10884,12360,145,107,38,265,156,109,4649,2255,2394,2335,1267,5571,0.847882185442,test
pa_0000098,58496,46723,916,8986,3833,5153,30627,13435,17192,228,228,0,778,405,373,2942,1339,1603,2246,1770,10003,0.798738375274,test
nc_0000167,40698,18605,612,3878,1012,2866,8957,1966,6991,68,24,44,982,241,741,1970,903,1067,2138,2895,19198,0.457147771389,test
ok_0000061,42867,32996,372,8847,3893,4954,13685,6570,7115,1434,516,918,2498,1083,1415,2780,1708,1072,3380,1921,7950,0.769729628852,test
ny_0000231,79357,68821,1190,8064,2390,5674,41049,21428,19621,12602,5115,7487,172,172,0,4436,3052,1384,1308,4447,6089,0.867232884308,test
az_0000078,29948,15801,140,3092,503,2589,9293,1626,7667,24,24,0,252,72,180,1178,380,798,1822,3138,11009,0.527614531855,test
ny_0000181,37637,29385,222,1092,202,890,13962,5659,8303,8579,4190,4389,191,130,61,4824,2965,1859,515,1977,6275,0.780747668518,test
hi_0000027,42563,35323,40,3829,1621,2208,26405,15973,10432,460,59,401,199,41,158,2697,1939,758,1693,1261,5979,0.829899208233,test
tn_0000098,52093,28810,1512,9012,3655,5357,7876,2776,5100,127,21,106,4067,1644,2423,3246,1353,1893,2970,2261,21022,0.55304935404,test
oh_0000152,46493,40962,53,5592,2549,3043,26915,15362,11553,1202,806,396,361,317,44,4851,2281,2570,1988,1006,4525,0.88103585486,test
la_0000068,71465,47797,416,8024,2947,5077,26340,11963,14377,2145,1222,923,1161,439,722,4595,2558,2037,5116,4457,19211,0.668816903379,test
nm_0000044,43578,37097,267,10216,4012,6204,13486,5574,7912,978,567,411,1417,700,717,7725,2672,5053,3008,1222,5259,0.851278167883,test
tn_0000095,69191,60185,374,13419,7561,5858,33039,20920,12119,2458,1319,1139,1132,474,658,7262,4818,2444,2501,1640,7366,0.869838562819,test
mo_0000073,45286,35904,208,8398,2569,5829,19688,7517,12171,1826,769,1057,466,93,373,2932,1643,1289,2386,2052,7330,0.792827805503,test
nc_0000145,42205,35968,367,7128,2563,4565,22186,8159,14027,692,277,415,486,129,357,3718,2664,1054,1391,1658,4579,0.852221300794,test
mi_0000134,75992,51325,1233,12622,4119,8503,18921,6986,11935,1102,387,715,4800,1378,3422,4219,1585,2634,8428,4378,20289,0.67540004211,test
co_0000075,49716,32983,282,7387,3815,3572,18516,10298,8218,506,171,335,555,185,370,3612,1792,1820,2125,4158,12575,0.663428272588,test
ok_0000059,43102,26920,320,5552,1861,3691,12129,5360,6769,1321,669,652,963,542,421,3282,1379,1903,3353,1807,14375,0.624564985384,test
ct_0000057,48273,34731,55,2589,721,1868,25939,7409,18530,1252,237,1015,128,0,128,2835,1775,1060,1933,1828,11714,0.719470511466,test
ok_0000039,39993,21534,1139,7661,2584,5077,3273,1429,1844,764,473,291,3513,984,2529,1930,948,982,3254,1821,16638,0.53844422774,test
il_0000141,61385,42575,753,14914,3922,10992,11656,5409,6247,427,112,315,4581,2457,2124,4114,1864,2250,6130,2042,16768,0.693573348538,test
ny_0000157,41579,29404,654,6220,1431,4789,16178,4526,11652,815,125,690,1222,266,956,2978,1216,1762,1337,1442,10733,0.707183914957,test
hi_0000025,38556,26934,137,5924,2675,3249,15832,6288,9544,438,412,26,173,8,165,2197,1372,825,2233,1527,10095,0.698568316215,test
ga_0000141,34169,29756,79,9048,4225,4823,13799,6843,6956,1316,804,512,674,125,549,3914,2062,1852,926,795,3618,0.870847844537,test
ca_0000319,44751,36954,61,11232,4104,7128,18386,7876,10510,120,84,36,1021,563,458,4593,2010,2583,1541,2145,5652,0.825769256553,test
al_0000074,35492,24986,309,5399,2015,3384,8776,3078,5698,714,484,230,2053,849,1204,2280,1223,1057,5455,1403,9103,0.703989631466,test
tx_0000212,43480,26790,973,6332,1669,4663,7126,1336,5790,410,126,284,4130,686,3444,2850,1265,1585,4969,1741,14949,0.616145354186,test
al_0000086,41166,20436,368,5998,1302,4696,9000,2148,6852,542,275,267,458,69,389,3110,1374,1736,960,2648,18082,0.496429091969,test
ca_0000483,42790,24581,324,6084,1568,4516,9767,1699,8068,3309,423,2886,300,222,78,2982,1224,1758,1815,4178,14031,0.57445664875,test
ok_0000057,89764,65776,383,11207,3730,7477,37064,15513,21551,2889,1487,1402,828,249,579,8832,4372,4460,4573,4212,19776,0.732765919522,test
mn_0000085,46675,36111,700,7258,2744,4514,20050,8639,11411,606,413,193,825,448,377,5020,2612,2408,1652,1305,9259,0.773668987681,test
ca_0000522,60883,51908,271,11015,3247,7768,25756,7620,18136,1868,876,992,1040,230,810,6277,3360,2917,5681,2641,6334,0.85258610778,test
fl_0000287,52762,39139,293,2911,1004,1907,20512,9201,11311,7526,3552,3974,369,176,193,4798,2927,1871,2730,2492,11131,0.74180281263,test
fl_0000280,44860,29431,555,6479,593,5886,14854,5822,9032,3553,1509,2044,280,144,136,2853,1297,1556,857,4450,10979,0.65606330807,test
tx_0000261,55076,43328,327,10731,4831,5900,16326,7770,8556,3495,1487,2008,984,517,467,7125,4625,2500,4340,2305,9443,0.786694749074,test
ny_0000230,92810,78409,338,9571,4049,5522,46722,21572,25150,7446,3599,3847,358,358,0,10814,6174,4640,3160,4700,9701,0.84483353087,test
or_0000048,47120,34199,619,10298,3509,6789,8199,3394,4805,2071,1055,1016,3748,1137,2611,3937,1520,2417,5327,2880,10041,0.725785229202,test
ca_0000537,50530,44831,473,12074,4652,7422,26029,14584,11445,635,286,349,306,306,0,4228,1796,2432,1086,1011,4688,0.887215515535,test
fl_0000163,39524,29478,196,7934,2183,5751,14475,5270,9205,1071,644,427,382,194,188,2926,1868,1058,2494,2938,7108,0.745825321324,test
mi_0000128,40667,26869,391,3443,537,2906,17430,4850,12580,847,654,193,631,130,501,2662,1340,1322,1465,2569,11229,0.660707699117,test
la_0000072,63197,37211,1238,12008,3941,8067,10144,3530,6614,597,194,403,4226,680,3546,5774,2629,3145,3224,4363,21623,0.588809595392,test
pa_0000125,42731,29909,1042,6460,1269,5191,15630,4491,11139,1424,288,1136,1447,203,1244,2816,1078,1738,1090,1995,10827,0.699936814023,test
il_0000198,48561,36357,573,7628,1955,5673,17144,7177,9967,1699,660,1039,1087,257,830,5440,2965,2475,2786,2311,9893,0.748687218138,test
ny_0000248,38793,28702,354,2064,522,1542,21201,7385,13816,862,308,554,467,0,467,3112,1422,1690,642,1156,8935,0.73987575078,test
pa_0000103,50736,34051,1163,13652,3724,9928,13298,3260,10038,54,19,35,921,145,776,3291,1467,1824,1672,1633,15052,0.671140807316,test
ca_0000551,69729,48848,915,20737,4400,16337,14482,4497,9985,1064,546,518,2116,657,1459,5598,2440,3158,3936,2965,17916,0.700540664573,test
ca_0000400,39983,26842,682,10290,4335,5955,7791,2951,4840,791,224,567,1150,354,796,2422,732,1690,3716,1870,11271,0.67133531751,test
ga_0000132,64465,57850,264,16123,6384,9739,25128,13414,11714,3031,1635,1396,807,412,395,10237,5106,5131,2260,948,5667,0.897386178546,test
il_0000193,40385,34178,266,6958,3423,3535,18890,10892,7998,2221,1014,1207,435,215,220,3849,2238,1611,1559,992,5215,0.846304320911,test
ny_0000224,49175,32649,209,920,442,478,21092,7107,13985,1127,603,524,223,53,170,7834,5015,2819,1244,1802,14724,0.663934926284,test
ca_0000466,46871,38902,516,8029,3228,4801,17743,9387,8356,5259,3351,1908,1275,455,820,4338,2241,2097,1742,1263,6706,0.829980158307,test
ct_0000053,58934,50359,301,12554,4881,7673,27967,12459,15508,2964,1520,1444,789,220,569,4180,2477,1703,1604,1675,6900,0.854498252282,test
pa_0000172,39684,31803,639,10391,3236,7155,16760,6497,10263,847,222,625,124,0,124,1855,473,1382,1187,689,7192,0.801406108255,test
ny_0000187,58460,50610,65,2405,708,1697,29276,14713,14563,13789,8889,4900,64,0,64,4016,2266,1750,995,1710,6140,0.86572015053,test
fl_0000196,57435,43614,896,15011,3286,11725,17794,6195,11599,1794,1100,694,401,226,175,6006,2704,3302,1712,1964,11857,0.7593627579,test
la_0000053,61266,38285,626,12773,3191,9582,15891,4362,11529,266,35,231,1866,831,1035,4116,1664,2452,2747,3139,19842,0.624897985832,test
wa_0000096,43220,35168,282,7137,3536,3601,20884,11752,9132,702,342,360,379,339,40,3521,2267,1254,2263,1288,6764,0.813697362332,test
nm_0000035,47763,25865,1060,12168,3243,8925,4620,1515,3105,500,43,457,1428,351,1077,3698,923,2775,2391,2044,19854,0.541527960974,test
ca_0000565,44040,22389,709,6652,2033,4619,3301,965,2336,254,110,144,2380,1030,1350,1862,855,1007,7231,3728,17923,0.508378746594,test
pa_0000102,49070,32708,926,10161,2084,8077,15557,3711,11846,304,166,138,1650,114,1536,2317,966,1351,1793,1913,14449,0.666557978398,test
in_0000115,46840,37126,421,7792,2610,5182,18656,8292,10364,2998,1345,1653,529,77,452,3735,1910,1825,2995,1185,8529,0.792613151153,test
ca_0000421,29957,18206,573,3442,1371,2071,8169,3099,5070,45,25,20,1500,581,919,1872,1388,484,2605,1366,10385,0.607737757452,test
mi_0000121,68585,44405,1764,10835,3334,7501,14270,3757,10513,506,152,354,5026,1547,3479,3588,1811,1777,8416,4832,19348,0.647444776555,test
tx_0000219,41416,37593,183,7731,3924,3807,16811,8510,8301,5228,2298,2930,1343,559,784,4627,2870,1757,1670,766,3057,0.907692679158,test
tn_0000107,42188,26715,264,7659,2814,4845,13224,3295,9929,853,296,557,845,512,333,2864,1630,1234,1006,6063,9410,0.633236939414,test
nj_0000088,35281,32355,227,1068,429,639,15455,9054,6401,11246,6958,4288,38,0,38,3699,2540,1159,622,434,2492,0.917065842805,test
ca_0000381,44531,28842,301,5997,2537,3460,18502,4830,13672,400,222,178,190,67,123,1546,793,753,1906,1142,14547,0.647683636119,test
in_0000099,39832,32886,712,6919,3010,3909,12518,5528,6990,5837,2819,3018,1248,494,754,2585,1150,1435,3067,1067,5879,0.825617593894,test
tx_0000397,41591,23496,135,5621,2414,3207,11371,4664,6707,273,212,61,235,71,164,2476,724,1752,3385,851,17244,0.564929912722,test
wa_0000079,38764,27949,790,6745,1696,5049,11097,2625,8472,414,285,129,2744,611,2133,3625,2160,1465,2534,3044,7771,0.721004024352,test
pa_0000163,45847,39630,463,2925,872,2053,16278,6765,9513,13043,6436,6607,235,0,235,5451,2924,2527,1235,1022,5195,0.864396798046,test
il_0000137,40182,28792,279,9009,3953,5056,9294,3245,6049,427,71,356,2165,1126,1039,4317,3094,1223,3301,1727,9663,0.716539744164,test
sc_0000061,62329,44574,557,11393,4792,6601,16099,7371,8728,1360,604,756,2242,643,1599,8749,5469,3280,4174,2027,15728,0.715140624749,test
ca_0000353,58449,49502,502,9422,3753,5669,29279,15745,13534,2326,1411,915,1086,562,524,4446,2129,2317,2441,1204,7743,0.846926380263,test
ks_0000060,49185,26315,489,4801,877,3924,13803,3603,10200,2641,302,2339,223,83,140,2464,991,1473,1894,3604,19266,0.535020839687,test
tx_0000233,31618,17176,425,4934,1757,3177,2630,718,1912,640,42,598,727,358,369,5019,2428,2591,2801,1463,12979,0.543234866215,test
ny_0000251,45772,24540,231,4101,957,3144,14344,3165,11179,949,228,721,84,57,27,3600,1757,1843,1231,1911,19321,0.536135628769,test
ma_0000102,37323,30410,0,4133,1895,2238,23032,11858,11174,644,292,352,250,127,123,1474,732,742,877,1587,5326,0.814779090641,test
ms_0000049,54056,35123,282,13113,5895,7218,10095,4321,5774,876,393,483,1779,974,805,3710,1598,2112,5268,2813,16120,0.649752108924,test
tx_0000389,31367,20280,139,4244,1278,2966,10475,4012,6463,1275,865,410,527,142,385,2746,1799,947,874,3194,7893,0.646539356649,test
ma_0000103,68797,57329,32,8302,3194,5108,38197,15281,22916,1097,529,568,879,569,310,3500,1694,1806,5322,2002,9466,0.833306684885,test
pa_0000168,49503,43673,167,4478,952,3526,18620,7824,10796,14045,6408,7637,121,76,45,5442,2561,2881,800,949,4881,0.882229359837,test
sd_0000024,55944,38843,1585,6857,1806,5051,17002,5514,11488,2647,772,1875,1700,442,1258,6129,2584,3545,2923,3080,14021,0.694319319319,test
nd_0000026,53456,39237,491,3863,1047,2816,20450,8677,11773,2945,693,2252,746,76,670,8806,3317,5489,1936,3252,10967,0.734005537264,test
wi_0000083,64214,43719,2129,15043,3416,11627,11687,3468,8219,1261,296,965,2928,916,2012,4709,1801,2908,5962,2843,17652,0.680832840191,test
il_0000202,50356,39707,1283,11321,2548,8773,18999,7248,11751,761,296,465,843,235,608,3617,1371,2246,2883,1447,9202,0.788525697037,test
ca_0000508,43760,33309,618,4018,1648,2370,15505,6841,8664,1339,340,999,1454,976,478,8298,4103,4195,2077,1039,9412,0.761174588665,test
tx_0000370,47302,31650,193,5549,1722,3827,15535,5758,9777,1793,908,885,582,417,165,3779,1675,2104,4219,2689,12963,0.669104900427,test
pa_0000124,64311,44920,1367,9528,2580,6948,26857,10246,16611,854,258,596,502,142,360,3150,1423,1727,2662,1925,17466,0.698480819766,test
az_0000102,90662,62592,1434,20999,3933,17066,23081,4975,18106,748,106,642,2826,637,2189,8634,3539,5095,4870,4015,24055,0.690388475877,test
wa_0000119,46063,36732,348,3112,1367,1745,22526,12925,9601,3618,2061,1557,964,572,392,4388,2225,2163,1776,2144,7187,0.797429607277,test
tx_0000239,50940,39293,194,7615,2773,4842,14867,5225,9642,9274,2575,6699,568,173,395,4313,2149,2164,2462,1225,10422,0.771358460934,test
vt_0000016,54453,39349,530,14789,2946,11843,16700,4185,12515,410,71,339,873,113,760,4443,1405,3038,1604,3044,12060,0.722623179623,test
ok_0000053,40924,25531,573,3460,1153,2307,13433,4073,9360,403,254,149,449,77,372,3586,1966,1620,3627,4374,11019,0.623863747434,test
me_0000033,46791,34091,310,5505,1852,3653,23846,9735,14111,218,73,145,186,113,73,2187,1033,1154,1839,3319,9381,0.728580282533,test
wi_0000073,42694,30528,298,5257,1339,3918,17008,6293,10715,878,346,532,165,50,115,2930,1830,1100,3992,2453,9713,0.715041926266,test
fl_0000216,28793,18307,88,4043,823,3220,10098,2293,7805,323,127,196,462,83,379,2162,561,1601,1131,1539,8947,0.635814260411,test
oh_0000144,43366,26318,786,6395,940,5455,12304,2551,9753,135,0,135,3104,695,2409,1523,376,1147,2071,1463,15585,0.606880966656,test
nj_0000082,46994,38812,112,2549,622,1927,16665,6316,10349,14927,5657,9270,340,160,180,3213,1574,1639,1006,825,7357,0.825892667149,test
ca_0000528,40929,35369,445,6823,4183,2640,20600,11801,8799,1137,550,587,682,248,434,4049,3108,941,1633,676,4884,0.864155000122,test
wi_0000075,49979,33973,1072,9793,2908,6885,10411,3444,6967,575,396,179,3618,1052,2566,3455,1358,2097,5049,1837,14169,0.679745493107,test
fl_0000158,53562,39159,534,8325,2946,5379,19278,9723,9555,1608,828,780,643,105,538,5676,2628,3048,3095,2512,11891,0.731096673014,test
nv_0000046,81320,68761,638,9799,3929,5870,45003,15162,29841,1017,244,773,1224,770,454,7027,4063,2964,4053,2431,10128,0.845560747664,test
md_0000070,48083,29714,231,6871,1991,4880,15093,4850,10243,963,205,758,852,190,662,2326,1272,1054,3378,2975,15394,0.617973088202,test
fl_0000298,43816,33807,450,5247,976,4271,19640,5551,14089,1505,403,1102,1102,181,921,4588,1136,3452,1275,1234,8775,0.77156746394,test
ca_0000350,64109,55596,499,12948,6220,6728,28462,10612,17850,3904,1233,2671,1619,480,1139,6250,3024,3226,1914,1790,6723,0.867210532063,test
wi_0000105,60638,47023,811,11483,3634,7849,25146,8699,16447,1484,577,907,1667,621,1046,4004,1343,2661,2428,1923,11692,0.775470826874,test
va_0000084,38784,36399,91,2345,1389,956,7783,4849,2934,18920,11668,7252,460,372,88,5531,3182,2349,1269,1394,991,0.938505569307,test
mn_0000098,52371,36430,1002,12869,4115,8754,11972,3689,8283,242,58,184,2864,922,1942,3846,1328,2518,3635,2583,13358,0.695613984839,test
pa_0000112,73955,58345,352,7423,3206,4217,42540,17897,24643,1148,73,1075,814,483,331,3674,1414,2260,2394,2740,12870,0.78892569806,test
fl_0000227,40384,18574,293,4144,910,3234,9706,3609,6097,1529,1077,452,444,261,183,1689,929,760,769,2255,19555,0.459934627575,test
tx_0000339,58046,40273,245,9175,3192,5983,19768,5624,14144,397,39,358,1416,605,811,3930,1850,2080,5342,3425,14348,0.693811804431,test
az_0000091,46323,35321,540,6466,1860,4606,19541,5839,13702,585,241,344,1294,541,753,3517,2276,1241,3378,2662,8340,0.76249379358,test
tx_0000402,41678,30565,667,3336,1427,1909,13397,6342,7055,469,36,433,2201,657,1544,5741,3187,2554,4754,1412,9701,0.733360525937,test
nc_0000107,41553,33155,116,9086,4494,4592,17359,7392,9967,744,231,513,402,194,208,3806,2293,1513,1642,2651,5747,0.797896662094,test
